Match ID,Match Data,Year,season Round,Home Team,Visitor Team,Home Team Goal Scored,Visitor team goal Scored,Home team Brazil's State,Visitor team Brazil's State
2010.01.0001,8/5/2010,2010,1,Botafogo-RJ,Santos,3,3,RJ,SP
2010.01.0002,8/5/2010,2010,1,Atlético-GO,Grêmio,0,0,GO,RS
2010.01.0003,8/5/2010,2010,1,Palmeiras,Vitória,1,0,SP,BA
2010.01.0004,9/5/2010,2010,1,Flamengo,São Paulo,1,1,RJ,SP
2010.01.0005,9/5/2010,2010,1,Atlético-MG,Vasco,2,1,MG,RJ
2010.01.0006,9/5/2010,2010,1,Internacional,Cruzeiro,1,2,RS,MG
2010.01.0007,9/5/2010,2010,1,Corinthians,Athletico-PR,2,1,SP,PR
2010.01.0008,9/5/2010,2010,1,Ceará,Fluminense,1,0,CE,RJ
2010.01.0009,9/5/2010,2010,1,Guarani,Goiás,1,0,SP,GO
2010.01.0010,9/5/2010,2010,1,Avaí,Grêmio Prudente,6,1,SC,SP
2010.02.0011,15/05/2010,2010,2,Fluminense,Atlético-GO,1,0,RJ,GO
2010.02.0012,15/05/2010,2010,2,Grêmio Prudente,Atlético-MG,4,0,SP,MG
2010.02.0013,15/05/2010,2010,2,Vitória,Flamengo,1,1,ES,RJ
2010.02.0014,16/05/2010,2010,2,Santos,Ceará,1,1,SP,CE
2010.02.0015,16/05/2010,2010,2,São Paulo,Botafogo-RJ,1,2,SP,RJ
2010.02.0016,16/05/2010,2010,2,Grêmio,Corinthians,1,2,RS,SP
2010.02.0017,16/05/2010,2010,2,Goiás,Internacional,2,3,GO,RS
2010.02.0018,16/05/2010,2010,2,Vasco,Palmeiras,0,0,RJ,SP
2010.02.0019,16/05/2010,2010,2,Cruzeiro,Avaí,2,2,MG,SC
2010.02.0020,16/05/2010,2010,2,Athletico-PR,Guarani,2,2,PR,SP
2010.03.0021,22/05/2010,2010,3,Botafogo-RJ,Goiás,3,0,RJ,GO
2010.03.0022,22/05/2010,2010,3,Atlético-GO,Santos,1,2,GO,SP
2010.03.0023,22/05/2010,2010,3,Palmeiras,Grêmio,4,2,SP,RS
2010.03.0024,23/05/2010,2010,3,Atlético-MG,Athletico-PR,3,1,MG,PR
2010.03.0025,23/05/2010,2010,3,Internacional,São Paulo,0,2,RS,SP
2010.03.0026,23/05/2010,2010,3,Corinthians,Fluminense,1,0,SP,RJ
2010.03.0027,23/05/2010,2010,3,Ceará,Vitória,1,0,CE,BA
2010.03.0028,23/05/2010,2010,3,Guarani,Cruzeiro,2,2,SP,MG
2010.03.0029,23/05/2010,2010,3,Avaí,Vasco,2,0,SC,RJ
2010.03.0030,23/05/2010,2010,3,Flamengo,Grêmio Prudente,3,1,RJ,SP
2010.04.0031,26/05/2010,2010,4,Vitória,Atlético-MG,4,3,ES,MG
2010.04.0032,26/05/2010,2010,4,Fluminense,Flamengo,2,1,RJ,RJ
2010.04.0033,26/05/2010,2010,4,Grêmio,Avaí,3,0,RS,SC
2010.04.0034,26/05/2010,2010,4,São Paulo,Palmeiras,1,0,SP,SP
2010.04.0035,26/05/2010,2010,4,Grêmio Prudente,Corinthians,2,2,SP,SP
2010.04.0036,26/05/2010,2010,4,Santos,Guarani,3,1,SP,SP
2010.04.0037,26/05/2010,2010,4,Cruzeiro,Botafogo-RJ,1,0,MG,RJ
2010.04.0038,27/05/2010,2010,4,Goiás,Ceará,0,0,GO,CE
2010.04.0039,27/05/2010,2010,4,Vasco,Internacional,3,2,RJ,RS
2010.04.0040,27/05/2010,2010,4,Athletico-PR,Atlético-GO,2,1,PR,GO
2010.05.0041,29/05/2010,2010,5,Avaí,Vitória,0,0,SC,BA
2010.05.0042,29/05/2010,2010,5,Flamengo,Grêmio,1,1,RJ,RS
2010.05.0043,29/05/2010,2010,5,Palmeiras,Grêmio Prudente,0,0,SP,SP
2010.05.0044,23/05/2010,2010,5,Guarani,São Paulo,0,0,SP,SP
2010.05.0045,23/05/2010,2010,5,Atlético-MG,Fluminense,1,3,MG,RJ
2010.05.0046,23/05/2010,2010,5,Internacional,Athletico-PR,4,1,RS,PR
2010.05.0047,23/05/2010,2010,5,Corinthians,Santos,4,2,SP,SP
2010.05.0048,23/05/2010,2010,5,Ceará,Cruzeiro,1,0,CE,MG
2010.05.0049,23/05/2010,2010,5,Botafogo-RJ,Vasco,1,1,RJ,RJ
2010.05.0050,23/05/2010,2010,5,Atlético-GO,Goiás,1,3,GO,GO
2010.06.0051,2/6/2010,2010,6,Athletico-PR,Botafogo-RJ,3,2,PR,RJ
2010.06.0052,2/6/2010,2010,6,Fluminense,Vitória,2,1,RJ,BA
2010.06.0053,2/6/2010,2010,6,Grêmio Prudente,Atlético-GO,1,0,SP,GO
2010.06.0054,2/6/2010,2010,6,Ceará,Avaí,2,0,CE,SC
2010.06.0055,2/6/2010,2010,6,Cruzeiro,Santos,0,0,MG,SP
2010.06.0056,2/6/2010,2010,6,Palmeiras,Flamengo,0,1,SP,RJ
2010.06.0057,2/6/2010,2010,6,Goiás,São Paulo,2,1,GO,SP
2010.06.0058,3/6/2010,2010,6,Grêmio,Atlético-MG,2,1,RS,MG
2010.06.0059,3/6/2010,2010,6,Vasco,Guarani,0,1,RJ,SP
2010.06.0060,3/6/2010,2010,6,Corinthians,Internacional,2,0,SP,RS
2010.07.0061,5/6/2010,2010,7,Avaí,Fluminense,0,3,SC,RJ
2010.07.0062,5/6/2010,2010,7,Flamengo,Goiás,1,2,RJ,GO
2010.07.0063,5/6/2010,2010,7,Vitória,Athletico-PR,1,0,ES,PR
2010.07.0064,6/6/2010,2010,7,São Paulo,Grêmio,3,1,SP,RS
2010.07.0065,6/6/2010,2010,7,Santos,Vasco,4,0,SP,RJ
2010.07.0066,6/6/2010,2010,7,Atlético-MG,Ceará,0,1,MG,CE
2010.07.0067,6/6/2010,2010,7,Botafogo-RJ,Corinthians,2,2,RJ,SP
2010.07.0068,6/6/2010,2010,7,Guarani,Grêmio Prudente,1,0,SP,SP
2010.07.0069,6/6/2010,2010,7,Internacional,Palmeiras,1,1,RS,SP
2010.07.0070,6/6/2010,2010,7,Atlético-GO,Cruzeiro,2,1,GO,MG
2010.08.0071,14/07/2010,2010,8,Grêmio,Vitória,1,1,RS,BA
2010.08.0072,14/07/2010,2010,8,Athletico-PR,Cruzeiro,0,2,PR,MG
2010.08.0073,14/07/2010,2010,8,São Paulo,Avaí,1,2,SP,SC
2010.08.0074,14/07/2010,2010,8,Flamengo,Botafogo-RJ,1,0,RJ,RJ
2010.08.0075,14/07/2010,2010,8,Ceará,Corinthians,0,0,CE,SP
2010.08.0076,14/07/2010,2010,8,Goiás,Vasco,0,0,GO,RJ
2010.08.0077,14/07/2010,2010,8,Guarani,Internacional,0,3,SP,RS
2010.08.0078,15/07/2010,2010,8,Palmeiras,Santos,2,1,SP,SP
2010.08.0079,15/07/2010,2010,8,Atlético-MG,Atlético-GO,3,2,MG,GO
2010.08.0080,15/07/2010,2010,8,Fluminense,Grêmio Prudente,1,1,RJ,SP
2010.09.0081,17/07/2010,2010,9,Vasco,Athletico-PR,3,1,RJ,PR
2010.09.0082,17/07/2010,2010,9,Vitória,São Paulo,3,2,ES,SP
2010.09.0083,18/07/2010,2010,9,Internacional,Ceará,2,1,RS,CE
2010.09.0084,18/07/2010,2010,9,Atlético-GO,Flamengo,0,1,GO,RJ
2010.09.0085,18/07/2010,2010,9,Corinthians,Atlético-MG,1,0,SP,MG
2010.09.0086,18/07/2010,2010,9,Avaí,Palmeiras,4,2,SC,SP
2010.09.0087,18/07/2010,2010,9,Santos,Fluminense,0,1,SP,RJ
2010.09.0088,18/07/2010,2010,9,Cruzeiro,Goiás,1,0,MG,GO
2010.09.0089,18/07/2010,2010,9,Botafogo-RJ,Guarani,1,1,RJ,SP
2010.09.0090,18/07/2010,2010,9,Grêmio Prudente,Grêmio,2,0,SP,RS
2010.10.0091,21/07/2010,2010,10,São Paulo,Grêmio Prudente,1,1,SP,SP
2010.10.0092,21/07/2010,2010,10,Atlético-MG,Internacional,1,2,MG,RS
2010.10.0093,21/07/2010,2010,10,Vitória,Goiás,2,2,ES,GO
2010.10.0094,21/07/2010,2010,10,Flamengo,Avaí,1,1,RJ,SC
2010.10.0095,21/07/2010,2010,10,Atlético-GO,Corinthians,3,1,GO,SP
2010.10.0096,21/07/2010,2010,10,Grêmio,Vasco,1,1,RS,RJ
2010.10.0097,21/07/2010,2010,10,Athletico-PR,Santos,2,0,PR,SP
2010.10.0098,22/07/2010,2010,10,Guarani,Ceará,1,1,SP,CE
2010.10.0099,22/07/2010,2010,10,Palmeiras,Botafogo-RJ,2,2,SP,RJ
2010.10.0100,22/07/2010,2010,10,Fluminense,Cruzeiro,1,0,RJ,MG
2010.11.0101,24/07/2010,2010,11,Vasco,Atlético-GO,2,0,RJ,GO
2010.11.0102,24/07/2010,2010,11,Avaí,Atlético-MG,0,0,SC,MG
2010.11.0103,24/07/2010,2010,11,Grêmio Prudente,Vitória,0,0,SP,BA
2010.11.0104,25/07/2010,2010,11,Santos,São Paulo,1,0,SP,SP
2010.11.0105,25/07/2010,2010,11,Cruzeiro,Grêmio,2,2,MG,RS
2010.11.0106,25/07/2010,2010,11,Internacional,Flamengo,1,0,RS,RJ
2010.11.0107,25/07/2010,2010,11,Goiás,Athletico-PR,0,2,GO,PR
2010.11.0108,25/07/2010,2010,11,Ceará,Palmeiras,0,0,CE,SP
2010.11.0109,25/07/2010,2010,11,Corinthians,Guarani,3,1,SP,SP
2010.11.0110,25/07/2010,2010,11,Botafogo-RJ,Fluminense,1,1,RJ,RJ
2010.12.0111,31/07/2010,2010,12,São Paulo,Ceará,2,1,SP,CE
2010.12.0112,31/07/2010,2010,12,Fluminense,Athletico-PR,3,1,RJ,PR
2010.12.0113,31/07/2010,2010,12,Atlético-GO,Guarani,1,1,GO,SP
2010.12.0114,1/8/2010,2010,12,Palmeiras,Corinthians,1,1,SP,SP
2010.12.0115,1/8/2010,2010,12,Vitória,Botafogo-RJ,1,3,ES,RJ
2010.12.0116,1/8/2010,2010,12,Internacional,Grêmio,0,0,RS,RS
2010.12.0117,1/8/2010,2010,12,Avaí,Goiás,4,1,SC,GO
2010.12.0118,1/8/2010,2010,12,Atlético-MG,Cruzeiro,0,1,MG,MG
2010.12.0119,1/8/2010,2010,12,Flamengo,Vasco,0,0,RJ,RJ
2010.12.0120,1/8/2010,2010,12,Grêmio Prudente,Santos,1,2,SP,SP
2010.13.0121,7/8/2010,2010,13,Botafogo-RJ,Atlético-MG,3,0,RJ,MG
2010.13.0122,7/8/2010,2010,13,Guarani,Avaí,4,1,SP,SC
2010.13.0123,8/8/2010,2010,13,Corinthians,Flamengo,1,0,SP,RJ
2010.13.0124,8/8/2010,2010,13,Goiás,Palmeiras,1,1,GO,SP
2010.13.0125,8/8/2010,2010,13,Ceará,Atlético-GO,0,0,CE,GO
2010.13.0126,8/8/2010,2010,13,Vasco,Vitória,1,0,RJ,BA
2010.13.0127,8/8/2010,2010,13,Cruzeiro,Grêmio Prudente,0,0,MG,SP
2010.13.0128,8/8/2010,2010,13,Grêmio,Fluminense,1,2,RS,RJ
2010.13.0129,8/8/2010,2010,13,Athletico-PR,São Paulo,1,1,PR,SP
2010.14.0130,14/08/2010,2010,14,Flamengo,Ceará,1,0,RJ,CE
2010.14.0131,14/08/2010,2010,14,Palmeiras,Athletico-PR,2,0,SP,PR
2010.14.0132,14/08/2010,2010,14,Atlético-GO,Botafogo-RJ,0,2,GO,RJ
2010.14.0133,14/08/2010,2010,14,Atlético-MG,Guarani,3,1,MG,SP
2010.14.0134,15/08/2010,2010,14,São Paulo,Cruzeiro,2,2,SP,MG
2010.14.0135,15/08/2010,2010,14,Fluminense,Internacional,3,0,RJ,RS
2010.14.0136,15/08/2010,2010,14,Grêmio Prudente,Vasco,1,2,SP,RJ
2010.14.0137,15/08/2010,2010,14,Avaí,Corinthians,3,2,SC,SP
2010.14.0138,15/08/2010,2010,14,Vitória,Santos,4,2,ES,SP
2010.14.0139,15/08/2010,2010,14,Grêmio,Goiás,2,0,RS,GO
2010.15.0140,21/08/2010,2010,15,Goiás,Grêmio Prudente,1,2,GO,SP
2010.15.0141,21/08/2010,2010,15,Ceará,Grêmio,2,1,CE,RS
2010.15.0142,21/08/2010,2010,15,Botafogo-RJ,Avaí,1,0,RJ,SC
2010.15.0143,22/08/2010,2010,15,Santos,Atlético-MG,2,0,SP,MG
2010.15.0144,22/08/2010,2010,15,Internacional,Atlético-GO,1,1,RS,GO
2010.15.0145,22/08/2010,2010,15,Athletico-PR,Flamengo,1,0,PR,RJ
2010.15.0146,22/08/2010,2010,15,Guarani,Palmeiras,0,0,SP,SP
2010.15.0147,22/08/2010,2010,15,Cruzeiro,Vitória,0,1,MG,BA
2010.15.0148,22/08/2010,2010,15,Vasco,Fluminense,2,2,RJ,RJ
2010.15.0149,22/08/2010,2010,15,Corinthians,São Paulo,3,0,SP,SP
2010.16.0150,25/08/2010,2010,16,Goiás,Fluminense,0,3,GO,RJ
2010.16.0151,25/08/2010,2010,16,Botafogo-RJ,Ceará,1,0,RJ,CE
2010.16.0152,25/08/2010,2010,16,Avaí,Internacional,0,1,SC,RS
2010.16.0153,25/08/2010,2010,16,Grêmio Prudente,Athletico-PR,0,1,SP,PR
2010.16.0154,25/08/2010,2010,16,São Paulo,Vasco,0,0,SP,RJ
2010.16.0155,25/08/2010,2010,16,Cruzeiro,Corinthians,1,0,MG,SP
2010.16.0156,25/08/2010,2010,16,Grêmio,Santos,1,2,RS,SP
2010.16.0157,26/08/2010,2010,16,Vitória,Guarani,1,1,ES,SP
2010.16.0158,26/08/2010,2010,16,Flamengo,Atlético-MG,0,0,RJ,MG
2010.16.0159,26/08/2010,2010,16,Palmeiras,Atlético-GO,0,3,SP,GO
2010.17.0160,28/08/2010,2010,17,Santos,Goiás,2,0,SP,GO
2010.17.0161,28/08/2010,2010,17,Internacional,Botafogo-RJ,1,0,RS,RJ
2010.17.0162,28/08/2010,2010,17,Vasco,Cruzeiro,1,1,RJ,MG
2010.17.0163,28/08/2010,2010,17,Ceará,Grêmio Prudente,2,2,CE,SP
2010.17.0164,29/08/2010,2010,17,Corinthians,Vitória,2,1,SP,BA
2010.17.0165,29/08/2010,2010,17,Guarani,Flamengo,2,1,SP,RJ
2010.17.0166,29/08/2010,2010,17,Atlético-MG,Palmeiras,1,2,MG,SP
2010.17.0167,29/08/2010,2010,17,Fluminense,São Paulo,2,2,RJ,SP
2010.17.0168,29/08/2010,2010,17,Atlético-GO,Avaí,2,2,GO,SC
2010.17.0169,29/08/2010,2010,17,Athletico-PR,Grêmio,1,1,PR,RS
2010.18.0170,1/9/2010,2010,18,Grêmio,Guarani,1,0,RS,SP
2010.18.0171,1/9/2010,2010,18,Vitória,Internacional,0,0,ES,RS
2010.18.0172,1/9/2010,2010,18,Grêmio Prudente,Botafogo-RJ,0,1,SP,RJ
2010.18.0173,1/9/2010,2010,18,Goiás,Atlético-MG,1,3,GO,MG
2010.18.0174,1/9/2010,2010,18,Cruzeiro,Flamengo,1,0,MG,RJ
2010.18.0175,1/9/2010,2010,18,Athletico-PR,Ceará,2,1,PR,CE
2010.18.0176,1/9/2010,2010,18,Fluminense,Palmeiras,1,1,RJ,SP
2010.18.0177,2/9/2010,2010,18,Santos,Avaí,2,1,SP,SC
2010.18.0178,2/9/2010,2010,18,São Paulo,Atlético-GO,2,1,SP,GO
2010.19.0179,4/9/2010,2010,19,Ceará,Vasco,0,2,CE,RJ
2010.19.0180,4/9/2010,2010,19,Corinthians,Goiás,5,1,SP,GO
2010.19.0181,4/9/2010,2010,19,Botafogo-RJ,Grêmio,2,2,RJ,RS
2010.19.0182,5/9/2010,2010,19,Flamengo,Santos,0,0,RJ,SP
2010.19.0183,5/9/2010,2010,19,Guarani,Fluminense,2,1,SP,RJ
2010.19.0184,5/9/2010,2010,19,Palmeiras,Cruzeiro,2,3,SP,MG
2010.19.0185,5/9/2010,2010,19,Avaí,Athletico-PR,0,1,SC,PR
2010.19.0186,5/9/2010,2010,19,Atlético-MG,São Paulo,2,3,MG,SP
2010.19.0187,5/9/2010,2010,19,Atlético-GO,Vitória,4,1,GO,BA
2010.19.0188,5/9/2010,2010,19,Internacional,Grêmio Prudente,2,0,RS,SP
2010.20.0189,8/9/2010,2010,20,Fluminense,Ceará,3,1,RJ,CE
2010.20.0190,8/9/2010,2010,20,Cruzeiro,Internacional,1,0,MG,RS
2010.20.0191,8/9/2010,2010,20,Grêmio,Atlético-GO,2,0,RS,GO
2010.20.0192,8/9/2010,2010,20,Goiás,Guarani,3,1,GO,SP
2010.20.0193,8/9/2010,2010,20,São Paulo,Flamengo,2,0,SP,RJ
2010.20.0194,8/9/2010,2010,20,Vitória,Palmeiras,1,1,ES,SP
2010.20.0195,8/9/2010,2010,20,Athletico-PR,Corinthians,1,1,PR,SP
2010.20.0196,9/9/2010,2010,20,Santos,Botafogo-RJ,0,1,SP,RJ
2010.20.0197,9/9/2010,2010,20,Vasco,Atlético-MG,1,1,RJ,MG
2010.20.0198,9/9/2010,2010,20,Grêmio Prudente,Avaí,1,1,SP,SC
2010.21.0199,11/9/2010,2010,21,Flamengo,Vitória,2,2,RJ,BA
2010.21.0200,11/9/2010,2010,21,Corinthians,Grêmio,0,1,SP,RS
2010.21.0201,11/9/2010,2010,21,Atlético-GO,Fluminense,2,1,GO,RJ
2010.21.0202,12/9/2010,2010,21,Palmeiras,Vasco,0,0,SP,RJ
2010.21.0203,12/9/2010,2010,21,Botafogo-RJ,São Paulo,2,0,RJ,SP
2010.21.0204,12/9/2010,2010,21,Atlético-MG,Grêmio Prudente,1,0,MG,SP
2010.21.0205,12/9/2010,2010,21,Avaí,Cruzeiro,1,2,SC,MG
2010.21.0206,12/9/2010,2010,21,Guarani,Athletico-PR,1,0,SP,PR
2010.21.0207,12/9/2010,2010,21,Internacional,Goiás,0,0,RS,GO
2010.21.0208,12/9/2010,2010,21,Ceará,Santos,2,1,CE,SP
2010.22.0209,15/09/2010,2010,22,Santos,Atlético-GO,4,2,SP,GO
2010.22.0210,15/09/2010,2010,22,Cruzeiro,Guarani,4,2,MG,SP
2010.22.0211,15/09/2010,2010,22,Goiás,Botafogo-RJ,4,1,GO,RJ
2010.22.0212,15/09/2010,2010,22,Athletico-PR,Atlético-MG,2,1,PR,MG
2010.22.0213,15/09/2010,2010,22,Fluminense,Corinthians,1,2,RJ,SP
2010.22.0214,15/09/2010,2010,22,Grêmio Prudente,Flamengo,1,2,SP,RJ
2010.22.0215,15/09/2010,2010,22,Grêmio,Palmeiras,1,2,RS,SP
2010.22.0216,15/09/2010,2010,22,Vitória,Ceará,0,0,ES,CE
2010.22.0217,16/09/2010,2010,22,São Paulo,Internacional,1,3,SP,RS
2010.22.0218,16/09/2010,2010,22,Vasco,Avaí,1,1,RJ,SC
2010.23.0219,18/09/2010,2010,23,Corinthians,Grêmio Prudente,3,0,SP,SP
2010.23.0220,18/09/2010,2010,23,Botafogo-RJ,Cruzeiro,2,2,RJ,MG
2010.23.0221,18/09/2010,2010,23,Atlético-GO,Athletico-PR,1,2,GO,PR
2010.23.0222,19/09/2010,2010,23,Palmeiras,São Paulo,0,2,SP,SP
2010.23.0223,19/09/2010,2010,23,Guarani,Santos,0,0,SP,SP
2010.23.0224,19/09/2010,2010,23,Atlético-MG,Vitória,2,3,MG,BA
2010.23.0225,19/09/2010,2010,23,Internacional,Vasco,1,0,RS,RJ
2010.23.0226,19/09/2010,2010,23,Flamengo,Fluminense,3,3,RJ,RJ
2010.23.0227,19/09/2010,2010,23,Avaí,Grêmio,0,3,SC,RS
2010.23.0228,19/09/2010,2010,23,Ceará,Goiás,1,1,CE,GO
2010.24.0229,22/09/2010,2010,24,São Paulo,Guarani,2,1,SP,SP
2010.24.0230,22/09/2010,2010,24,Grêmio Prudente,Palmeiras,0,1,SP,SP
2010.24.0231,22/09/2010,2010,24,Cruzeiro,Ceará,2,0,MG,CE
2010.24.0232,22/09/2010,2010,24,Goiás,Atlético-GO,1,3,GO,GO
2010.24.0233,22/09/2010,2010,24,Vasco,Botafogo-RJ,2,2,RJ,RJ
2010.24.0234,22/09/2010,2010,24,Athletico-PR,Internacional,1,0,PR,RS
2010.24.0235,22/09/2010,2010,24,Grêmio,Flamengo,2,2,RS,RJ
2010.24.0236,22/09/2010,2010,24,Santos,Corinthians,2,3,SP,SP
2010.24.0237,23/09/2010,2010,24,Fluminense,Atlético-MG,5,1,RJ,MG
2010.24.0238,23/09/2010,2010,24,Vitória,Avaí,3,0,ES,SC
2010.25.0239,25/09/2010,2010,25,Santos,Cruzeiro,4,1,SP,MG
2010.25.0240,25/09/2010,2010,25,São Paulo,Goiás,0,3,SP,GO
2010.25.0241,25/09/2010,2010,25,Guarani,Vasco,1,0,SP,RJ
2010.25.0242,25/09/2010,2010,25,Atlético-GO,Grêmio Prudente,3,0,GO,SP
2010.25.0243,25/09/2010,2010,25,Flamengo,Palmeiras,1,3,RJ,SP
2010.25.0244,26/09/2010,2010,25,Internacional,Corinthians,3,2,RS,SP
2010.25.0245,26/09/2010,2010,25,Vitória,Fluminense,1,2,ES,RJ
2010.25.0246,26/09/2010,2010,25,Botafogo-RJ,Athletico-PR,1,1,RJ,PR
2010.25.0247,26/09/2010,2010,25,Avaí,Ceará,5,0,SC,CE
2010.25.0248,26/09/2010,2010,25,Atlético-MG,Grêmio,1,2,MG,RS
2010.26.0249,28/09/2010,2010,26,Vasco,Santos,3,1,RJ,SP
2010.26.0250,28/09/2010,2010,26,Goiás,Flamengo,1,1,GO,RJ
2010.26.0251,29/09/2010,2010,26,Palmeiras,Internacional,2,0,SP,RS
2010.26.0252,29/09/2010,2010,26,Grêmio Prudente,Guarani,4,2,SP,SP
2010.26.0253,29/09/2010,2010,26,Cruzeiro,Atlético-GO,3,0,MG,GO
2010.26.0254,29/09/2010,2010,26,Athletico-PR,Vitória,1,0,PR,BA
2010.26.0255,29/09/2010,2010,26,Fluminense,Avaí,1,0,RJ,SC
2010.26.0256,29/09/2010,2010,26,Grêmio,São Paulo,4,2,RS,SP
2010.26.0257,29/09/2010,2010,26,Corinthians,Botafogo-RJ,1,1,SP,RJ
2010.26.0258,29/09/2010,2010,26,Ceará,Atlético-MG,0,0,CE,MG
2010.27.0259,1/10/2010,2010,27,Vasco,Goiás,3,2,RJ,GO
2010.27.0260,2/10/2010,2010,27,Santos,Palmeiras,1,1,SP,SP
2010.27.0261,2/10/2010,2010,27,Corinthians,Ceará,2,2,SP,CE
2010.27.0262,2/10/2010,2010,27,Grêmio Prudente,Fluminense,1,1,SP,RJ
2010.27.0263,2/10/2010,2010,27,Vitória,Grêmio,0,3,ES,RS
2010.27.0264,2/10/2010,2010,27,Cruzeiro,Athletico-PR,0,0,MG,PR
2010.27.0265,2/10/2010,2010,27,Botafogo-RJ,Flamengo,1,1,RJ,RJ
2010.27.0266,2/10/2010,2010,27,Internacional,Guarani,3,0,RS,SP
2010.27.0267,2/10/2010,2010,27,Avaí,São Paulo,0,0,SC,SP
2010.27.0268,2/10/2010,2010,27,Atlético-GO,Atlético-MG,2,3,GO,MG
2010.28.0269,6/10/2010,2010,28,Fluminense,Santos,0,3,RJ,SP
2010.28.0270,6/10/2010,2010,28,Grêmio,Grêmio Prudente,4,0,RS,SP
2010.28.0271,6/10/2010,2010,28,Guarani,Botafogo-RJ,1,1,SP,RJ
2010.28.0272,6/10/2010,2010,28,Ceará,Internacional,1,0,CE,RS
2010.28.0273,6/10/2010,2010,28,Athletico-PR,Vasco,0,0,PR,RJ
2010.28.0274,6/10/2010,2010,28,São Paulo,Vitória,2,0,SP,BA
2010.28.0275,6/10/2010,2010,28,Atlético-MG,Corinthians,2,1,MG,SP
2010.28.0276,7/10/2010,2010,28,Palmeiras,Avaí,4,1,SP,SC
2010.28.0277,7/10/2010,2010,28,Goiás,Cruzeiro,0,1,GO,MG
2010.28.0278,7/10/2010,2010,28,Flamengo,Atlético-GO,2,0,RJ,GO
2010.29.0279,9/10/2010,2010,29,Santos,Athletico-PR,2,0,SP,PR
2010.29.0280,9/10/2010,2010,29,Grêmio Prudente,São Paulo,2,3,SP,SP
2010.29.0281,9/10/2010,2010,29,Vasco,Grêmio,3,3,RJ,RS
2010.29.0282,10/10/2010,2010,29,Cruzeiro,Fluminense,1,0,MG,RJ
2010.29.0283,10/10/2010,2010,29,Corinthians,Atlético-GO,3,4,SP,GO
2010.29.0284,10/10/2010,2010,29,Botafogo-RJ,Palmeiras,0,0,RJ,SP
2010.29.0285,10/10/2010,2010,29,Goiás,Vitória,1,0,GO,BA
2010.29.0286,10/10/2010,2010,29,Avaí,Flamengo,2,2,SC,RJ
2010.29.0287,10/10/2010,2010,29,Ceará,Guarani,2,0,CE,SP
2010.29.0288,10/10/2010,2010,29,Internacional,Atlético-MG,1,0,RS,MG
2010.13.0289,13/10/2010,2010,13,Santos,Internacional,1,0,SP,RS
2010.18.0290,13/10/2010,2010,18,Vasco,Corinthians,2,0,RJ,SP
2010.30.0291,16/10/2010,2010,30,Flamengo,Internacional,3,0,RJ,RS
2010.30.0292,16/10/2010,2010,30,Athletico-PR,Goiás,2,1,PR,GO
2010.30.0293,17/10/2010,2010,30,Atlético-MG,Avaí,2,0,MG,SC
2010.30.0294,17/10/2010,2010,30,Guarani,Corinthians,0,0,SP,SP
2010.30.0295,17/10/2010,2010,30,Grêmio,Cruzeiro,2,1,RS,MG
2010.30.0296,17/10/2010,2010,30,Atlético-GO,Vasco,2,0,GO,RJ
2010.30.0297,17/10/2010,2010,30,Vitória,Grêmio Prudente,2,0,ES,SP
2010.30.0298,17/10/2010,2010,30,Fluminense,Botafogo-RJ,0,0,RJ,RJ
2010.30.0299,17/10/2010,2010,30,São Paulo,Santos,4,3,SP,SP
2010.30.0300,17/10/2010,2010,30,Palmeiras,Ceará,1,1,SP,CE
2010.31.0301,23/10/2010,2010,31,Botafogo-RJ,Vitória,1,0,RJ,BA
2010.31.0302,23/10/2010,2010,31,Guarani,Atlético-GO,0,1,SP,GO
2010.31.0303,24/10/2010,2010,31,Corinthians,Palmeiras,1,0,SP,SP
2010.31.0304,24/10/2010,2010,31,Ceará,São Paulo,2,0,CE,SP
2010.31.0305,24/10/2010,2010,31,Goiás,Avaí,1,0,GO,SC
2010.31.0306,24/10/2010,2010,31,Athletico-PR,Fluminense,2,2,PR,RJ
2010.31.0307,24/10/2010,2010,31,Vasco,Flamengo,1,1,RJ,RJ
2010.31.0308,24/10/2010,2010,31,Santos,Grêmio Prudente,2,3,SP,SP
2010.31.0309,24/10/2010,2010,31,Cruzeiro,Atlético-MG,3,4,MG,MG
2010.31.0310,24/10/2010,2010,31,Grêmio,Internacional,2,2,RS,RS
2010.32.0311,27/10/2010,2010,32,Flamengo,Corinthians,1,1,RJ,SP
2010.32.0312,28/10/2010,2010,32,Fluminense,Grêmio,2,0,RJ,RS
2010.32.0313,28/10/2010,2010,32,São Paulo,Athletico-PR,2,1,SP,PR
2010.32.0314,28/10/2010,2010,32,Atlético-GO,Ceará,1,1,GO,CE
2010.32.0315,30/10/2010,2010,32,Internacional,Santos,1,1,RS,SP
2010.32.0316,30/10/2010,2010,32,Vitória,Vasco,4,2,ES,RJ
2010.32.0317,30/10/2010,2010,32,Palmeiras,Goiás,3,2,SP,GO
2010.32.0318,30/10/2010,2010,32,Grêmio Prudente,Cruzeiro,0,2,SP,MG
2010.32.0319,30/10/2010,2010,32,Atlético-MG,Botafogo-RJ,0,2,MG,RJ
2010.32.0320,30/10/2010,2010,32,Avaí,Guarani,1,0,SC,SP
2010.33.0321,3/11/2010,2010,33,Santos,Vitória,1,1,SP,BA
2010.33.0322,3/11/2010,2010,33,Internacional,Fluminense,0,0,RS,RJ
